epoch,train_loss,train_rmse,val_rmse,test_rmse,learning_rate
1,9525.201406223734,97.59713838017423,83.80233115095746,71.24016406084124,1e-05
2,7979.36361166356,89.32728367239804,83.44231539314242,70.86136185623005,2e-05
3,7884.049637935648,88.79217117638524,82.70397643901457,70.0844381398798,3e-05
4,7720.568420791596,87.86676508730788,81.56828941430204,68.88983233665813,4e-05
5,7498.351708509265,86.59302367078644,80.00733668637993,67.25298256457718,5e-05
6,7187.732010731449,84.7804932587746,77.87437149117369,65.03283632287474,6e-05
7,6794.945628196753,82.43146018863143,75.1986506198062,62.238728807605,7.000000000000001e-05
8,6326.053497678993,79.53649161408005,72.01559990168465,58.861186333178956,8e-05
9,5803.936537207951,76.18357134096613,68.28362967903504,54.85097076137534,9e-05
10,5231.928466507174,72.33207073194906,64.00875640944251,50.25019013538361,0.0001
11,4600.5311933924395,67.82721581117316,58.91579128361449,44.51411850504698,0.00010999999999999999
12,3914.107875817034,62.562831316478864,53.38464171259863,38.41152553496313,0.00012
13,3269.8823793584925,57.18288526898496,47.48369046494137,31.977408192838155,0.00013000000000000002
14,2673.242316455538,51.70340718639242,41.7805779511953,25.828522756893847,0.00014000000000000001
15,2152.769717006232,46.397949474445426,36.86950734274254,20.345937185127514,0.00015
16,1800.9381489686957,42.43746162266975,32.61743824170811,17.84319467932775,0.00016
17,1509.5674087503894,38.853151743800915,29.236246829731694,16.526607999615553,0.00017
18,1290.0319604939293,35.91701489125648,26.759401560940162,16.61448387883987,0.00018
19,1147.8492638390517,33.879924290494856,25.46621451183451,16.116058603673693,0.00018999999999999998
20,1048.8512330327962,32.38597268414723,23.985270283694003,18.263103105354208,0.0002
21,964.0615928836397,31.049341265267692,23.805291258732318,18.340248134917587,0.00021
22,876.7884344525394,29.610613629676525,23.427077107005044,20.836596641026166,0.00021999999999999998
23,817.059776405737,28.584257489842564,23.323026410133,20.715436140237927,0.00023
24,767.9326633465138,27.711598002204145,23.929272377808374,23.499862867247227,0.00024
25,727.9324930916952,26.980224072119185,23.11367925584666,22.79737913296248,0.00025
26,682.7856681756737,26.13016782050643,22.272433563741018,24.069388619409718,0.00026000000000000003
27,655.0718316481881,25.594371103583477,23.97510904628455,24.790166473483104,0.00027
28,608.3526673034422,24.66480622190243,22.67034918231586,23.15343915907695,0.00028000000000000003
29,574.5457316759916,23.969683626093087,23.619001931702215,24.060601353766256,0.00029
30,529.1211875189464,23.002634325367826,24.64494267488129,25.34768020600842,0.0003
31,490.7266759903368,22.15235154114029,25.63526920923694,28.814183442994445,0.00031
32,459.64275040048256,21.43928054750572,22.694057335600558,25.47167073924454,0.00032
33,435.6892725785561,20.873171104494418,25.854295293873125,30.578413589462535,0.00033
34,439.36887963464505,20.961127811655707,25.62661247841142,28.949366365923325,0.00034
35,395.5934291441563,19.889530630235598,26.190418157216648,29.954580406810276,0.00035000000000000005
36,394.3973738582307,19.859440472390993,26.482183210273945,34.93094245893667,0.00036
37,357.0456166164415,18.895650753945613,24.133913228854315,32.251436913287066,0.00037
38,338.160089915731,18.389129639963127,27.08275098993903,34.342793716609144,0.00037999999999999997
39,328.8800897000004,18.135051394313482,24.95098589383125,32.6953458452934,0.00039
40,315.04960984914385,17.74963689905333,26.766197409578737,34.31066755664307,0.0004
41,288.86367059959167,16.995989799614982,26.037817054867794,33.466576735395115,0.00041
42,287.9631113445124,16.969475846750758,24.853068399025265,36.3330055301712,0.00042
43,274.60763126720633,16.57128937071667,26.185556702495894,35.20432791160537,0.00043000000000000004
44,249.95419760077033,15.809939822703312,24.92155301052397,33.42755343335666,0.00043999999999999996
45,246.5075367179987,15.700558435710182,25.948260348791084,36.089763946137026,0.00045
46,251.99198427963046,15.874255377250682,27.599879635690634,37.85401729194339,0.00046
47,235.7045259073597,15.352671635451763,26.849932697880718,37.371593097598144,0.00047
48,218.65598187575978,14.787020745581845,26.23464070510819,40.907165110814766,0.00048
