epoch,train_loss,train_rmse,val_rmse,test_rmse,learning_rate
1,6342.562391173044,79.64020581279337,58.24656112107471,44.65581566637702,1e-05
2,4147.960640403095,64.4046633266404,58.246791473749276,44.67965940663835,2e-05
3,4157.346068264468,64.47748497198427,58.25363294993351,44.9355980425407,3e-05
4,4136.539512156938,64.31593516953988,58.26511355270244,45.150167304097124,4e-05
5,4147.199323462516,64.39875234709682,58.25501274899679,44.96780289918911,5e-05
6,4153.401924385632,64.44689219898461,58.259750500376086,45.062936602701065,6e-05
7,4001.9701677162607,63.26112702677507,48.107872279572355,34.60726588258314,7.000000000000001e-05
8,2044.4771726801275,45.21589510434663,29.025514697489086,22.746332222405567,8e-05
9,1520.6430671434207,38.9954238069484,28.775808582037314,23.32270638349568,9e-05
10,1423.9282286136172,37.73497350113954,26.525544653974762,27.14915798409133,0.0001
11,1402.1511003660207,37.44530807942155,27.105863790958068,22.552101819853654,0.00010999999999999999
12,1359.5309567389534,36.87181788754258,26.15887058506365,24.954533789232055,0.00012
13,1341.9100942590935,36.63209105037141,27.633804032408563,33.17760941656621,0.00013000000000000002
14,1309.8041769493398,36.191216725726626,27.14070448868578,25.233967509994155,0.00014000000000000001
15,1276.9569029737395,35.73453375114083,28.871630026373197,29.447702613566204,0.00015
16,1227.1211985825203,35.03028972092426,27.38391445655687,28.316324781970533,0.00016
17,1175.8338250861427,34.290433455733854,24.814501269599475,27.283781220279685,0.00017
18,1158.619181632259,34.03849558742412,26.988242615485273,23.60369467870336,0.00018
19,1138.7483965424572,33.74534633253678,28.328687274355772,32.67437104177916,0.00018999999999999998
20,1072.3826170383516,32.7472535748858,29.159649844683166,28.45880979480848,0.0002
21,1057.92001016404,32.52568237541165,25.276850982755526,30.361311074532058,0.00021
22,1008.6610484750374,31.759424571603443,30.650710049060617,31.82622117189292,0.00021999999999999998
23,1010.9398637547536,31.795280454451976,29.35427871176869,37.7003156496055,0.00023
24,995.319799973551,31.548689351785306,27.217015611891764,24.816967916565638,0.00024
25,979.7158524308527,31.30041303510884,25.766573068739497,25.323906323138058,0.00025
26,914.4913073139875,30.240557280402772,29.33327662485283,26.18517496122218,0.00026000000000000003
27,900.1732574692185,30.002887432784153,29.86290435330788,32.78731066728065,0.00027
28,880.0296670460867,29.6652939668247,29.952183184341074,32.54064192116823,0.00028000000000000003
29,887.1674334976949,29.78535605033888,28.72135492221652,28.164915122862176,0.00029
30,877.1530206183538,29.616769115695643,28.320064581844402,26.074777325045833,0.0003
31,798.5371324801561,28.25839929659774,29.645082591975438,29.264700403009353,0.00031
32,792.5650020449627,28.152531059785662,31.03390498452812,28.078278222708512,0.00032
33,761.6188245930955,27.597442373307857,30.6355315224379,30.07071182669264,0.00033
34,768.535881291597,27.7224796417531,31.439377542056732,32.913734732082524,0.00034
35,756.7251964392567,27.508638649113283,32.38394992434709,34.21557196311828,0.00035000000000000005
36,697.4815772810425,26.40987656563288,30.39969778645644,32.868710877216934,0.00036
37,671.2130895067774,25.90778045982691,34.76724042361708,41.99102246684037,0.00037
38,664.5557240433308,25.778978327712906,29.525218840175572,35.95169551017538,0.00037999999999999997
39,610.9994606461119,24.718403213432044,30.011710463008,40.28625036949768,0.00039
40,579.0961476646023,24.064416664266354,33.26030247725886,36.13027505697024,0.0004
41,529.0689634606122,23.001499148310806,32.70398537044978,34.878464306600684,0.00041
42,530.7865730447973,23.038805875818298,31.62573834112694,35.38412775463782,0.00042
43,494.0520374101749,22.227281429522353,34.581748424790014,39.43270736970453,0.00043000000000000004
44,487.64990040439125,22.08279647125271,32.448339263606805,31.134256155754468,0.00043999999999999996
45,458.260453143755,21.407018725304155,31.61360616678215,32.662382177904504,0.00045
